id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
57,21,0,Soltero,Tlalnepantla,"Carrera técnica incompleta",Tecmilenio,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,2,4,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",2,"1-2 personas",3,0,2,2,0,2,1,1,3,"Ninguno, prefiero quedarme en mi casa",0,"No me gustan tanto ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,k-pop,3,"Prácticamente de todo","Pop, Rock, Kpop","BTS, Stray kids, Lady Gaga","Porque llegaron a mi cuando más los necesitaba","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,3,1,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos",Popularidad,3,"Su letra y el significado que busca transmitir","El significado que hay detrás",2,3,1,3,2,1,"TikTok, YouTube","ElRubius, Vivziepop, MissaSinfonia",Kunno,1,"Del grupo coreano BTS","Por ser aquellas personas que de verdad me extendieron la mano y trataron de ayudarme aún cuando a nadie le importaba, me dieron una familia a la que puedo acudir",4,1,"BTS, ATEEZ,TXT","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por ser mi lugar seguro",4,1,0,2,3,3,3,2,3,0,"Instagram, Tik Tok, Facebook, Youtube, X",2,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","No es el caso de estos, pero cuando llegan a verse envueltos en algún delito o algo realmente grave",1,1,"Siendo artistas coreanos los que sigo, tal vez algún concierto aquí en México",2,3,1,2,1,3,0,3,3,2,3,3,1,3,"He llegado a comprar productos que han hecho en colaboración con alguna marca de bebidas, por ejemplo","Youtube Music, Spotify, Apple"
58,21,0,Soltero,"Cuautitlán Izcalli","Licenciatura Incompleta","FES Acatlán","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,2,3,3,"Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","3-4 personas",2,"3-4 personas",3,1,3,2,1,3,1,1,3,Cine,1,"Por diversión y a veces por las historias que cuentan ","Fortnite ",1,2,1,1,0,2,0,1,1,"X-box, Celular",0,"No aplica",2,"Lavar trastes, bañarme, haciendo tarea, en transporte público","Pop, Rock, Baladas","The Killers, The Doors, Luis Miguel","Por sus letras, como canta el vocalista y la instrumentalización ","En casa, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,1,0,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Espacios públicos, Shazam o Soundhound","Por películas y series",1,"La profundidad en la música y las letras y una composición compleja","La cinematografía ",2,1,1,3,2,0,"No estoy al tanto de las tendencias","Criticsight, Zoom f7, Top Comics","Badabun, contenido girlie, edits de series y películas ",1,"The Doors, David Lynch, Stanley Kubrick, cine, Luis Miguel, The Killers, The Beatles, pizza","Porque hace que la vida no sea aburrida porque me hace reflexionar acerca de la condición humana",5,1,"The Doors, The Killers, Beatles","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Porque me lo inculcaron mi hermani y mi papá",5,0,0,2,0,0,0,0,3,0,"Instagram, Facebook, Youtube, X",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que empiece a hablar mucho de política ",0,1,"Meet&greet ",2,2,1,0,0,0,0,0,0,0,0,0,0,1,No,"Pizza Domino's mientras veo películas y series, Tim Hortons cuando salgo con mis amigas, Escuchar música en mi celular Samsung "
59,21,1,Soltero,"Azcapotzalco ","Licenciatura Incompleta","UNAM ","Solo estudio","Mi padre/madre o tutor",1,2,1,2,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",3,"3-4 personas",1,2,3,2,1,2,1,1,3,"Gym, casa de amigas",1,"Por entretenimiento y gustó propio","Brawl stars, justo dance, dance central",0,2,1,1,1,1,0,2,2,"X-box, Nintendo, Celular, Tablet o Ipad",1,"La del juego, pop, reggaeton, musica en español ",3,"Transporte, tarea, bañarse, vestirse, gym, cocinando, caminando, limpieza ","Pop, Reggaeton, Corridos tumbados","Doja cat, peso pluma y el malilla","Por qué me gustan sus canciones, el ritmo, la letra, son pegajosas","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,1,1,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","Vendedores de edificios ponen música afuera de mi casa ",1,"Ritmo, letra, cómo te hace sentir, voz","Que sea atractivo visualmente, llamativo, paisajes sorprendentes ",3,3,1,2,3,2,"Instagram, TikTok","Sisoy(Eduardo________1)Roxana Murguía,Diana conforti","El temach,Naim tarrechi",1,"Gym, nutriólogos exitosas, bts","Me gusta, inspira, me hacen sentir tranquila ",5,1,"Bts, humbe, latín mafia","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Por si imagen y estética y la interacción con fans",4,0,0,0,0,0,0,0,0,0,"Instagram, Tik Tok, Youtube, X",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores","Ya no me gusta su contenido, o se me olvida que existen ",0,1,"No lo se",2,1,1,1,1,2,0,1,0,1,2,1,0,1,"Libretas, almohadas,","Coca cola, Bonafont, ciel, Jumex, apple, oppo, stf, vans, converse, puma, h&m, cuidado con el perro, "
60,21,1,Soltero,"Gustavo A Madero","Licenciatura Incompleta","FES Aragón","Estudio y soy becaria",,1,1,1,2,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Completa","3-4 personas","1-2 personas",1,"1-2 personas",3,1,2,2,2,3,2,2,3,Cafeterías,1,"Es entretenido, me gusta probar nuevos juegos o volver a los clásicos como pac man, también me gusta cuando puedes personalizar a los personajes","Pac Man, just dance, fortnite",1,3,2,3,2,2,2,1,1,"Playstation, Nintendo, Celular, PC",1,"De todo, pero principalmente pop",3,"Conducir, hacer ejercicio, bailar, bañarme, caminar, jugar videojuegos y ver el horizonte","Pop, Reggaeton, R&b","Halsey, Maneskin, Rihanna","Me gusta mucho el ritmo de música que tienen, las letras de sus canciones, la personalidad de proyectan, toda la propuesta que traen como artistas","En casa, En la universidad, En el trabajo, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,Spotify,3,2,1,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Shazam o Soundhound","En fiestas",1,"El ritmo y calidad","La cinematografía",3,3,3,1,2,1,"No estoy al tanto de las tendencias","Jos Aranalde, Benulus e @izzipoopi","Kimberly Loaiza, Domelipa, Juan de Dios Pantoja",1,"Harry Potter","Me gusta mucho la idea de un mundo alterno, un mundo mágico y criaturas extraordinarias",5,1,"Maneskin, Harry Styles y Halsey","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Me gusta su imagen o estética","Todo a lo que alientan, los valores que inculcan o también por el estilo de música que tienen",4,1,0,1,0,1,1,0,1,0,"Instagram, Tik Tok, Youtube, X",2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","Sin motivos",1,1,"Meet and greet, concurso por merch firmada o concierto privado",2,1,2,2,0,2,0,0,0,1,1,1,1,2,Maquillaje,"Coca cola, sabritas, barcel, Spotify, billboard, corona y modelo"
61,21,0,Soltero,"Venustiano Carranza","Licenciatura Incompleta","FES Aragón ","Solo estudio","Mi padre/madre o tutor",1,1,1,2,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",3,"1-2 personas",1,1,2,1,1,3,2,2,3,"El casino, cine",1,"Son divertidos","Rogue company, fortnite y warzone",3,3,3,2,1,2,2,2,0,"X-box, PC",1,"Rock y reguetón ",2,"Ejercicio y quehacer","Pop, Hiphop, Electrónica","Linkin Park, AC DC y Mike Towers","Porque me motivan","En casa, En el transporte público, Mientras hago ejercicio",2,"Spotify, YouTube Music",3,1,2,0,"Amigos, Tendencias",Películas,1,Ritmo,"La historia",3,3,2,2,1,0,"Instagram, TikTok","Leoncito, Piloto Football y Carlos Belcast","Kuno, Juan de Dios Pantoja y Kimberly Loaiza",1,"Patrick Mahomes","Porque es mágico",4,1,"Mike Towers, Jose Jose y ya","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal","Se ve que preparaba buenas cubas",3,0,0,2,0,0,0,0,2,0,"Instagram, Tik Tok",2,"Me gusta su música","Porque suben lo mismo, spam o nada",0,1,"Una convivencia amena",2,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,"Bacardi, nike, levis"
62,21,0,Soltero,Iztacalco,"Licenciatura Incompleta","FES Aragón ","Solo estudio","Mi padre/madre o tutor",1,1,1,1,5,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Secundaria Incompleta","3-4 personas","1-2 personas",3,"3-4 personas",2,2,3,3,2,3,1,1,3,Bares,1,"Por diversión ","Minecraft, Sims City y Mortal Combat",0,3,3,3,1,2,3,2,2,"Playstation, X-box, Celular",1,"Pop y rock",2,"Tarea, estudio, aseo y ejercicio","Pop, R&b, Boleros","Luis Miguel, Michael Jackson y Prince","Por gusto","En casa, Mientras hago ejercicio, En reuniones o fiestas",2,"YouTube Music, Deezer",3,2,1,1,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Espacios públicos, Shazam o Soundhound","Videojuegos y televisión ",2,"Letra, ritmo ","La historia",3,3,1,3,2,1,"TikTok, YouTube","No hay","No hay",1,"Videojuegos, anime y manga","Por entretenimiento",3,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",2,3,0,0,0,0,0,0,1,0,1,1,0,1,Ninguno,"No sé"
63,21,0,Soltero,Texcoco,"Licenciatura Incompleta","FES Aragón ","Solo estudio","Mi padre/madre o tutor",1,5,5,4,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","3-4 personas",5,"1-2 personas",3,0,3,3,2,2,2,1,3,"Áreas deportivas ",1,"Distracción y entretenimiento ",FC25,1,3,3,1,3,2,1,3,1,"Playstation, X-box, Nintendo, Celular, PC, Tablet o Ipad",1,"Reguetón ",2,Estudiar,"Rock, Reggaeton, Clásica","Chris MJ, Rauw Alejandro y Bad Bunny","Por la letra de sus canciones ","En casa, En la universidad, Mientras hago ejercicio",3,"Apple Music",3,2,2,1,Amigos,"En la calle",3,Ritmo,"Escenografía ",3,3,1,3,2,3,"Instagram, TikTok","No sabe",Kuno,1,Fútbol,"Por la estrategia",3,1,"Chris MJ, Rauw Alejandro y Anuel Aa","Me identifico con su música o sus letras","Por su estilo",3,2,1,1,0,3,2,1,1,1,"Instagram, Tik Tok",3,"Me gusta su música, Quiero estar al día con sus novedades","Sin motivos",1,1,Concierto,3,0,3,2,3,3,1,1,1,1,2,1,1,1,Ropa,"Adidas, nike, apple"
64,21,0,Soltero,"Naucalpan ","Licenciatura Completa","Universidad del valle de México ","Solo estudio","Mi padre/madre o tutor",1,2,2,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","3-4 personas",6,"1-2 personas",4,2,3,1,3,3,1,1,2,"Centros de interés ",1,"Me  ayudan a pasar el tiempo ","Fortnite, The finals, The last of us ",2,3,3,3,1,2,2,1,3,Playstation,1,Phonk,1,"Tarea, ejercicio ","Pop, Reggaeton, Alternativo ","Judeline Álvaro Díaz Rosalia ","Me gusta su trayectoria y estilo ","En casa, En la universidad, Mientras hago ejercicio",3,"Spotify, Apple Music",3,3,3,2,"Playlists o algoritmos de plataformas","Tik tok ",2,"La melodía y el artista ","La originalidad ",3,3,2,2,0,3,TikTok,"Ninguno ","No consumo creadores de contenido ",0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,0,3,3,3,3,1,1,3,1,3,2,2,2,"Tenis ","Accesorios tecnológicos "
65,21,1,Soltero,"Tlalnepantla de Baz","Licenciatura Incompleta","Centro Eleia ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,5,3,5,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"1-2 personas","1-2 personas",6,"3-4 personas",4,1,1,2,1,2,2,2,3,"Plazas ",1,"Me parecen entretenidos y me distraen ","Little nightmares y Zelda ",1,2,2,2,0,1,1,1,0,"X-box, Nintendo, Tablet o Ipad",0,"No aplica",2,"Manejo, camino o cocino ","Pop, Metal, Indie","Maneskin bring me the horizon y 5SOS","Me gusta la melodía ","En casa, En la universidad, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,3,3,3,"Amigos, Playlists o algoritmos de plataformas",Tiktok,0,"La letra y la melodía ","No veo videos musicales ",3,3,2,2,2,1,TikTok,"Olisunvia, Alice Capelle y la perris ","Jaime Gama, el temach y el escorpión dorado ",1,"Hayao Miyazaki","Me gusta mucho su arte",3,1,"5sos, maneskin y bring me the horizon ","Han impactado mi vida de alguna forma","Me gusta ver su crecimiento como banda ",3,0,0,0,0,0,0,0,0,0,"Instagram, Tik Tok, Youtube",2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores","Que no suban nada o que los funen ",1,1,"Un giveaway ",2,0,0,2,0,1,0,0,0,2,2,2,2,2,"No compro merch pero me gustan los cassets ","Snacks, bebidas y a veces velas "
66,21,0,Soltero,"Tlalnepantla de Baz","Carrera técnica completa","Cecyt 6","Solo estudio","Yo pago por mis estudios",1,1,0,2,4,"Servicio de televisión por cable o satelital","Licenciatura Completa","3-4 personas","1-2 personas",3,"3-4 personas",3,0,1,1,1,1,0,0,3,"Recámara ",1,"Me gustan",L4D2,0,3,2,2,3,2,2,1,0,"Celular, PC",1,Rock,2,"Tarea, ejercicio, quehacer","Pop, Rock, Electrónica","onerepublic, twenty one pilots, royal blood","Me gustan","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"YouTube Music, No utilizo plataformas de streaming para escuchar música",3,1,0,0,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio","Videos cortos",1,"Letra y ritmo","Que cuenten una historia relacionada a la letra de la canción",1,0,1,3,3,0,YouTube,CdeCiencia,AriGameplays,1,Fútbol,"Es algo apasionante",5,1,OneRepublic,"Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Porque conectan conmigo",5,1,0,1,0,1,0,0,0,0,"Instagram, Facebook, Youtube, X",2,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Dejan de interesarme. ",0,0,"Firma de autógrafos",1,0,1,2,0,2,0,0,0,0,0,2,0,3,"Accesorios. ",Agua
67,22,1,Soltero,"Atizapán de Zaragoza ","Licenciatura Incompleta","UNITEC Campus Atizapán ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,3,2,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",4,"3-4 personas",3,0,2,3,1,3,1,1,3,"Cafeterías ",1,"Sin consumo","Call Of Duty",1,1,1,0,0,0,0,1,0,"X-box, Celular, PC",1,"De todo",3,"Tarea, Limpieza, Camniar","Pop, Kpop","Sabrina Carpenter, Morat y One Direction","Me gustan ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,Spotify,3,1,1,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Colaboraciones con artistas que escucho, Espacios públicos","Pues recomendaciones",2,"El ritmo","Que tenga coherencia ",3,3,1,3,3,2,"Instagram, TikTok, YouTube",,,1,"Podcast y Artistas","Me gusta",2,1,"Sabrina Carpenter, One Direction, Itzy","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Me gustan ",5,0,0,0,0,2,0,2,3,0,"Instagram, Tik Tok, Facebook, Youtube, X",0,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","Sin motivos",0,0,"Conciertos en Mexico",2,2,2,2,0,2,0,0,0,3,3,2,2,2,Ninguno,"No entiendo la pregunta "
68,22,0,Soltero,Tlalpan,"Licenciatura Incompleta","Tec de Monterrey","Solo estudio","Mi padre/madre o tutor",1,3,1,2,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",5,"1-2 personas",4,1,2,1,3,3,3,2,3,"Cine, bares, restaurantes",1,"Me entretienen por un largo tiempo","Parchis, Mario Party, Fortnite",0,3,3,1,0,3,2,2,2,"Nintendo, Celular",1,Pop,2,"Tarea,  bañarme, ejercicio, juegos, transportarme a la escuela","Pop, Rock, Kpop","Olivia Rodrigo, Tomorrow x Together, Ariana Grande","El ritmo de su musica y energia me da energia y me pone feliz","En casa, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Apple Music",2,1,1,2,"Amigos, Redes sociales, Tendencias, Colaboraciones con artistas que escucho",-,2,"El ritmo, la producción, que tenga partes que se queden grabadas en mi cabeza","Un buen storyline, que no esté solo el cantante haciendo lipsync",3,3,3,2,2,3,"Instagram, TikTok, Twitter/X",,,1,"De distintos artistas","Me entretienen y me gustan sus propuestas musicales, ademas de que intentan conectaron su publico no solamente con contenido musical",5,1,"Olivia Rodrigo, Tomorrow x Together, Ariana Grande","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","El verlos en vivo me motiva a seguir escuchando su música",5,2,0,2,0,3,3,0,3,0,"Instagram, Tik Tok, Facebook, Youtube, X",0,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Si su música se vuelve mala",1,1,"Firmas de autógrafos como los artistas de antes, no solamente venta de estos en sus paginas",3,2,1,2,0,1,0,2,1,0,1,1,1,2,"Suscripciones a membresias de club de fans",Sabritas
69,22,1,Soltero,Tlalnepantla,"Licenciatura Completa",Unitec,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,2,2,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",5,"3-4 personas",3,0,3,3,2,2,2,2,3,"El Gimnasio o museos ",0,"No me gustan ","Cuphead ",2,2,2,2,2,2,2,2,3,X-box,0,"No aplica",3,"Ejercicio , hacer tarea ,arreglo personal o al salir ","Pop, Rock, R&b","Los Mesoneros , Rels B y Ava Max ","Me gusta sus canciones y ritmo ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio",3,Spotify,3,0,0,0,"Familia, Playlists o algoritmos de plataformas, Estaciones de radio, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","No hay otras ",2,"Las letras ","Que tenga que ver con la letra ",3,2,0,1,3,2,"Instagram, Facebook",,,1,"La natación y la música ","Desde chiquita me gustó porque era buena en el deporte ",4,1,"Los Mesoneros ","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Me gusta el estilo de los artistas ",2,1,1,1,1,3,3,0,1,0,"Instagram, Facebook",0,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","El mal comportamiento que tienen con sus fans ",0,1,"Algo para entrar al Backstage",2,2,3,3,3,3,1,0,0,0,0,1,2,3,"Ningún otro","Barcel "
70,22,1,Soltero,"Miguel Hidalgo","Licenciatura Incompleta","Facultad de Ciencias Politicas y sociales","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,1,1,2,2,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","1-2 personas","1-2 personas",5,"1-2 personas",2,1,3,2,0,3,2,2,3,"Cine, museos, parques nacionales, restaurantes",0,"no me llaman la atención",COD,0,1,0,0,0,0,0,0,0,"X-box, Celular",0,"No aplica",3,"Viajar en transporte, manejar, hacer tarea, hacer quehacer, bañarme, haciendo ejercicio.","Rock, Reggaeton, Corridos","Junior H, Raw Alejandro, My chemical romance","Me gusta el ritmo","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music, Amazon Music, Trebel",3,2,3,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","solo la escucho en la calle",3,"el ritmo y la  versatilidad con la que experimentan con el","los visuales",3,3,3,3,1,2,"Instagram, TikTok, Twitter/X, YouTube",,,1,Deporte,"Me gusta desde pequeña",5,1,"Junior H, Luis Miguel, Raw Alejandro","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Me gusta su imagen o estética","La independencia de su música",5,0,0,0,0,0,1,0,0,0,"Instagram, Tik Tok",0,"Me gusta su música, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan",Polemicas,0,1,"Listening Party",2,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,"Esta pregunta es muy ambigua"
